zt, wre_ref, wre, wre_refF, wm_ref, wm, wm_refF, va, ia, dwre, zdwre, e_induced
16.351000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.352000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.353000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.354000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.355000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.356000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.357000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.358000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.359000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.360000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.361000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.362000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.363000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.364000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.365000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.366000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.367000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.368000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.369000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.370000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.371000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.372000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.373000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.374000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.375000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.376000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.377000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.378000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.379000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.380000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.381000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.382000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.383000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.384000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.385000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.386000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.387000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.388000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.389000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.390000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.391000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.392000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.393000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.394000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.395000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.396000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.397000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.398000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.399000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.400000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.401000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.402000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.403000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.404000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.405000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.406000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.407000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.408000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.409000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.410000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.411000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.412000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.413000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.414000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.415000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.416000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.417000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.418000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.419000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.420000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.421000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.422000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.423000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.424000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.425000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.426000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.427000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.428000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.429000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.430000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.431000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.432000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.433000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.434000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.435000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.436000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.437000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.438000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.439000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.440000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.441000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.442000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.443000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.444000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.445000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.446000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.447000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.448000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.449000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.450000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.451000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.452000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.453000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.454000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.455000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.456000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.457000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.458000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.459000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.460000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.461000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.462000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.463000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.464000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.465000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.466000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.467000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.468000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.469000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.470000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.471000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.472000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.473000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.474000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.475000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.476000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.477000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.478000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.479000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.480000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.481000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.482000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.483000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.484000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.485000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.486000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.487000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.488000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.489000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.490000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.491000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.492000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.493000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.494000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.495000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.496000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.497000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.498000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.499000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.500000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.501000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.502000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.503000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.504000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.505000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.506000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.507000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.508000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.509000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.510000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.511000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.512000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.513000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.514000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.515000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.516000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.517000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.518000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.519000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.520000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.521000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.522000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.523000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.524000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.525000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.526000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.527000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.528000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.529000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.530000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.531000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.532000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.533000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.534000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.535000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.536000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.537000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.538000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.539000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.540000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.541000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.542000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.543000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.544000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.545000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
16.546000, 83.774114, 83.774114, 83.774114, 800.000000, 800.000000, 800.000000, 83.874114, 0.100000, -0.000000, 0.160000, 83.774114
